epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,8.82874,0.57228,1.51941,0.98596,1,0.57553,0.9125,0.85479,0.4804,2.52807,0.66124,0.0006832,0.0006832,0.0006832
18,9.24611,0.54681,1.18588,0.91638,1,0.64956,0.995,0.96204,0.43866,2.31431,0.60952,0.000703204,0.000703204,0.000703204
19,9.64307,0.61606,1.11508,0.87657,0.99769,1,0.995,0.92904,0.43492,2.05497,0.60538,0.000720832,0.000720832,0.000720832
20,10.0452,0.60647,1.01385,0.98381,0.96489,1,0.995,0.92904,0.46663,1.7203,0.61441,0.000736084,0.000736084,0.000736084
21,10.4458,0.80182,1.15555,0.9816,0.97469,1,0.995,0.92907,0.46984,1.58201,0.6141,0.00074896,0.00074896,0.00074896
22,10.8334,0.59826,0.95351,0.93864,0.98116,1,0.995,0.86254,0.48942,1.48626,0.62769,0.00075946,0.00075946,0.00075946
23,11.2181,0.56476,0.94004,0.90481,0.99604,1,0.995,0.8955,0.53475,1.35553,0.64426,0.000767584,0.000767584,0.000767584
24,11.6289,0.69852,1.05283,1.02735,0.98742,1,0.995,0.82957,0.75846,1.21021,0.71442,0.000773332,0.000773332,0.000773332
25,12.0404,0.54478,0.97977,0.91372,0.98637,1,0.995,0.89607,0.61313,1.14771,0.64529,0.000776704,0.000776704,0.000776704
26,12.4513,0.63631,0.88168,0.88222,0.98527,1,0.995,0.92904,0.44261,0.98907,0.60922,0.0007777,0.0007777,0.0007777
27,12.8561,0.5024,0.91849,0.88359,0.98354,1,0.995,0.89607,0.46975,0.94374,0.6097,0.00077632,0.00077632,0.00077632
28,13.2555,0.66935,0.92287,0.98922,0.98731,1,0.995,0.89607,0.49446,0.95168,0.62431,0.000772564,0.000772564,0.000772564
29,13.6425,0.62875,0.92687,0.9208,0.98731,1,0.995,0.89607,0.49446,0.95168,0.62431,0.000766432,0.000766432,0.000766432
30,14.0482,0.57539,0.91384,0.93669,0.98382,1,0.995,0.92907,0.49629,0.89087,0.62547,0.000757924,0.000757924,0.000757924
31,14.4534,0.58466,1.00924,1.00046,0.97816,1,0.995,0.92907,0.51691,0.89536,0.62213,0.00074704,0.00074704,0.00074704
32,14.8557,0.50902,0.86683,0.96822,0.97835,1,0.995,0.88507,0.56699,0.89948,0.63963,0.00073378,0.00073378,0.00073378
33,15.2618,0.66465,0.87217,1.00973,0.97835,1,0.995,0.88507,0.56699,0.89948,0.63963,0.000718144,0.000718144,0.000718144
34,15.6659,0.59209,0.83349,0.93428,0.98159,1,0.995,0.88474,0.51236,0.85778,0.61684,0.0006932,0.0006932,0.0006932
35,16.0783,0.57778,0.82797,0.95712,0.98444,1,0.995,0.85157,0.43197,0.84432,0.58759,0.0006536,0.0006536,0.0006536
36,16.4868,0.53825,0.92778,0.94323,0.9855,1,0.995,0.91229,0.41833,0.81393,0.57693,0.000614,0.000614,0.000614
37,16.8715,0.65402,0.97672,0.94089,0.9855,1,0.995,0.91229,0.41833,0.81393,0.57693,0.0005744,0.0005744,0.0005744
38,17.2859,0.52475,0.77991,0.97498,0.98496,1,0.995,0.92904,0.39797,0.75469,0.57415,0.0005348,0.0005348,0.0005348
39,17.699,0.59045,0.84223,1.06633,0.9849,1,0.995,0.92904,0.43908,0.67692,0.58553,0.0004952,0.0004952,0.0004952
40,18.1053,0.57025,0.82122,0.92599,0.98475,1,0.995,0.92904,0.44688,0.64786,0.58867,0.0004556,0.0004556,0.0004556
41,19.145,0.4655,0.99567,0.84351,0.98475,1,0.995,0.92904,0.44688,0.64786,0.58867,0.000416,0.000416,0.000416
42,19.5361,0.40504,0.92382,0.8837,0.98628,1,0.995,0.96204,0.39368,0.64662,0.57754,0.0003764,0.0003764,0.0003764
43,19.9404,0.44123,0.96053,0.86757,0.98739,1,0.995,0.96204,0.33812,0.63555,0.56161,0.0003368,0.0003368,0.0003368
44,20.335,0.36493,0.85888,0.79889,0.98804,1,0.995,0.995,0.30439,0.62032,0.5535,0.0002972,0.0002972,0.0002972
45,20.7218,0.43731,0.87754,0.85098,0.98804,1,0.995,0.995,0.30439,0.62032,0.5535,0.0002576,0.0002576,0.0002576
46,21.114,0.34301,0.94986,0.78725,0.98835,1,0.995,0.95104,0.27698,0.62281,0.54686,0.000218,0.000218,0.000218
47,21.4963,0.33914,0.92371,0.79482,0.98824,1,0.995,0.95104,0.24717,0.63508,0.54089,0.0001784,0.0001784,0.0001784
48,21.8783,0.39055,0.90584,0.76291,0.98779,1,0.995,0.95104,0.22323,0.6144,0.53948,0.0001388,0.0001388,0.0001388
49,22.236,0.33899,0.91691,0.82521,0.98779,1,0.995,0.95104,0.22323,0.6144,0.53948,9.92e-05,9.92e-05,9.92e-05
50,22.6336,0.34075,0.90572,0.81752,0.98755,1,0.995,0.995,0.20829,0.5891,0.53868,5.96e-05,5.96e-05,5.96e-05
